age,language,urban_rural,region,electricity_nearby,piped_water_nearby,sweage_system_nearby,post_office_nearby,school_nearby,soldiers_nearby,customs_checkpoints_nearby,situation_country,situation_personal,armed_forces_trust,courts_law_trust
24,English,Rural,CROSS RIVER,Yes,No,No,No,Yes,Yes,Yes,Very Bad,Very Bad,Just a little,Not at all
30,Other,Rural,CROSS RIVER,Yes,No,No,No,Yes,Yes,Yes,Very Bad,Fairly Bad,Not at all,Not at all
36,Yoruba,Rural,OGUN,No,No,No,No,Yes,No,Yes,Fairly Bad,Fairly Bad,Just a little,Just a little
42,Yoruba,Rural,OGUN,No,No,No,No,Yes,No,Yes,Very Bad,Very Bad,Just a little,Not at all
35,Yoruba,Rural,OGUN,No,No,No,No,Yes,No,Yes,Fairly Good,Very good,Just a little,Somewhat
35,Yoruba,Rural,OGUN,No,No,No,No,Yes,No,Yes,Very Bad,Fairly Bad,Somewhat,Just a little
32,English,Rural,CROSS RIVER,Yes,No,No,No,Yes,Yes,Yes,Very Bad,Neither good nor bad,Just a little,Not at all
30,English,Rural,CROSS RIVER,Yes,No,No,No,Yes,Yes,Yes,Very Bad,Very Bad,Somewhat,Just a little
32,Other,Rural,CROSS RIVER,Yes,No,No,No,Yes,Yes,Yes,Very Bad,Very Bad,Just a little,Somewhat
65,Other,Rural,CROSS RIVER,Yes,No,No,No,Yes,Yes,Yes,Very Bad,Very good,Not at all,Not at all
24,Kanuri,Urban,YOBE,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Just a little,Just a little
38,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Very good,Very good,Somewhat,A lot
23,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Fairly Good,Very good,Somewhat,Just a little
42,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Fairly Good,Fairly Good,Just a little,Just a little
19,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Neither good nor bad,Fairly Bad,Not at all,Not at all
31,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Very good,Very good,A lot,A lot
36,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Neither good nor bad,Fairly Good,Just a little,Just a little
32,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Fairly Bad,Neither good nor bad,Just a little,Just a little
40,Yoruba,Rural,OGUN,Yes,No,No,No,Yes,No,No,Fairly Bad,Neither good nor bad,Just a little,Not at all
39,Yoruba,Rural,OGUN,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Somewhat,Somewhat
25,Yoruba,Rural,OGUN,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
19,Igbo,Rural,OGUN,Yes,No,No,No,Yes,No,No,Don't know,Fairly Bad,A lot,A lot
29,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Very Bad,Very Bad,Just a little,Just a little
20,Fulani,Rural,BAUCHI,No,No,No,No,No,No,No,Fairly Good,Fairly Good,Somewhat,Somewhat
18,Hausa,Rural,BAUCHI,No,No,No,No,No,No,No,Very Bad,Fairly Bad,Just a little,Just a little
65,Fulani,Rural,BAUCHI,No,No,No,No,No,No,No,Fairly Good,Fairly Good,Not at all,Not at all
37,Other,Rural,CROSS RIVER,No,No,No,No,No,No,No,Very Bad,Very Bad,Just a little,Just a little
31,English,Rural,CROSS RIVER,No,No,No,No,No,No,No,Very Bad,Very Bad,Not at all,Not at all
18,Fulani,Rural,BAUCHI,No,No,No,No,No,No,No,Neither good nor bad,Neither good nor bad,Somewhat,Somewhat
28,Other,Rural,CROSS RIVER,No,No,No,No,No,No,No,Very Bad,Very Bad,Somewhat,A lot
45,English,Rural,CROSS RIVER,No,No,No,No,No,No,No,Very Bad,Very Bad,Not at all,Not at all
20,Yoruba,Rural,OGUN,Yes,No,No,No,Yes,No,No,Fairly Bad,Neither good nor bad,Somewhat,Just a little
27,Yoruba,Rural,OGUN,Yes,No,No,No,Yes,No,No,Neither good nor bad,Very good,Somewhat,Somewhat
36,Yoruba,Rural,OGUN,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,A lot,A lot
28,Igbo,Rural,OGUN,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Somewhat,Not at all
40,Fulani,Rural,BAUCHI,No,No,No,No,No,No,No,Very Bad,Very Bad,Just a little,Just a little
20,Fulani,Rural,BAUCHI,No,No,No,No,No,No,No,Fairly Good,Fairly Good,A lot,A lot
21,Fulani,Rural,BAUCHI,No,No,No,No,No,No,No,Fairly Good,Neither good nor bad,Somewhat,Somewhat
18,Fulani,Rural,BAUCHI,No,No,No,No,No,No,No,Fairly Bad,Fairly Bad,Somewhat,Just a little
50,English,Rural,CROSS RIVER,No,No,No,No,No,No,No,Very Bad,Very Bad,Somewhat,Not at all
36,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Very good,Very good,A lot,A lot
21,Other,Rural,CROSS RIVER,No,No,No,No,No,No,No,Very Bad,Very Bad,Not at all,Somewhat
54,Other,Rural,CROSS RIVER,No,No,No,No,No,No,No,Very Bad,Very Bad,Just a little,Just a little
59,Pidgin English,Rural,CROSS RIVER,No,No,No,No,No,No,No,Very Bad,Very Bad,Somewhat,Not at all
52,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Very good,Very good,Just a little,Just a little
22,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Somewhat
22,Hausa,Urban,YOBE,Yes,No,No,No,Yes,No,No,Very good,Fairly Good,Somewhat,Somewhat
24,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Very Bad,Very Bad,Somewhat,Just a little
34,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Fairly Good,Fairly Good,Just a little,Somewhat
30,Kanuri,Urban,YOBE,Yes,No,No,No,Yes,No,No,Fairly Good,Fairly Good,A lot,Somewhat
18,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Somewhat
29,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Very good,Very good,Just a little,Somewhat
34,Hausa,Urban,YOBE,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Just a little,Just a little
20,Fulani,Rural,BAUCHI,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Just a little,Just a little
38,Fulani,Rural,BAUCHI,Yes,No,No,No,Yes,No,No,Neither good nor bad,Fairly Bad,Somewhat,Somewhat
27,Fulani,Rural,BAUCHI,Yes,No,No,No,Yes,No,No,Neither good nor bad,Fairly Good,Just a little,Just a little
26,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Fairly Bad,Very Bad,Just a little,Somewhat
25,English,Urban,YOBE,Yes,No,No,No,Yes,No,No,Fairly Good,Neither good nor bad,Somewhat,Just a little
30,Fulani,Rural,BAUCHI,Yes,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Somewhat
24,Hausa,Urban,YOBE,Yes,No,No,No,Yes,No,No,Very good,Very good,A lot,Somewhat
25,Yoruba,Urban,OGUN,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Very Bad,Somewhat,Just a little
52,Yoruba,Urban,OGUN,Yes,No,No,Can't determine,Yes,No,No,Fairly Bad,Fairly Bad,Just a little,Just a little
25,Yoruba,Urban,OGUN,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Fairly Bad,Not at all,Not at all
48,Yoruba,Urban,OGUN,Yes,No,No,Can't determine,Yes,No,No,Neither good nor bad,Fairly Good,Just a little,Somewhat
30,Fulani,Rural,BAUCHI,Yes,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Not at all,Not at all
50,Fulani,Rural,BAUCHI,Yes,No,No,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Somewhat,Somewhat
21,Hausa,Urban,YOBE,Yes,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,A lot,A lot
18,Fulani,Rural,BAUCHI,Yes,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Not at all
36,Fulani,Rural,BAUCHI,Yes,No,No,No,Yes,No,No,Very good,Very good,Somewhat,Just a little
28,English,Urban,YOBE,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,A lot,Not at all
33,Yoruba,Urban,OGUN,Yes,No,No,Can't determine,Yes,No,No,Fairly Bad,Neither good nor bad,Just a little,Just a little
45,Yoruba,Urban,OGUN,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Fairly Bad,Somewhat,Just a little
30,Yoruba,Urban,OGUN,Yes,No,No,Can't determine,Yes,No,No,Fairly Good,Neither good nor bad,Not at all,Somewhat
55,Yoruba,Urban,OGUN,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
35,Yoruba,Urban,LAGOS,Yes,No,No,Can't determine,Yes,No,No,Fairly Bad,Fairly Good,Just a little,Just a little
25,Yoruba,Urban,LAGOS,Yes,No,No,Can't determine,Yes,No,No,Fairly Bad,Very good,Somewhat,Just a little
63,Isoko,Urban,LAGOS,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Very Bad,Not at all,Just a little
45,English,Urban,LAGOS,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Very Bad,Just a little,Somewhat
35,Yoruba,Urban,LAGOS,Yes,No,No,Can't determine,Yes,No,No,Fairly Bad,Very good,Somewhat,Not at all
57,Yoruba,Urban,LAGOS,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Very Bad,Just a little,Somewhat
19,English,Urban,LAGOS,Yes,No,No,Can't determine,Yes,No,No,Fairly Bad,Neither good nor bad,Somewhat,Just a little
21,Igbo,Urban,LAGOS,Yes,No,No,Can't determine,Yes,No,No,Fairly Bad,Very Bad,Somewhat,Just a little
48,Igbo,Rural,EBONYI,Yes,Yes,Yes,No,Yes,No,No,Very Bad,Very Bad,Just a little,Not at all
48,Other,Rural,EBONYI,Yes,Yes,Yes,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
24,English,Rural,EBONYI,Yes,Yes,Yes,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Just a little
45,English,Rural,EBONYI,Yes,Yes,Yes,No,Yes,No,No,Very Bad,Very Bad,Just a little,Not at all
26,Fulani,Rural,YOBE,No,No,No,No,Yes,No,No,Very good,Fairly Good,Somewhat,Somewhat
69,Karekare,Rural,YOBE,No,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Somewhat,Somewhat
50,Karekare,Rural,YOBE,No,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Just a little
36,Karekare,Rural,YOBE,No,No,No,No,Yes,No,No,Very Bad,Very Bad,Somewhat,Somewhat
30,English,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Fairly Bad,Very good,Just a little,Don’t know
35,Yoruba,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Fairly Good,Neither good nor bad,Not at all,Not at all
38,English,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Just a little,Not at all
31,Yoruba,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Fairly Good,Neither good nor bad,Somewhat,Somewhat
30,English,Rural,EBONYI,Yes,Yes,Yes,No,Yes,No,No,Fairly Bad,Fairly Good,Just a little,Just a little
50,English,Rural,EBONYI,Yes,Yes,Yes,No,Yes,No,No,Very good,Fairly Bad,Somewhat,Just a little
20,Karekare,Rural,YOBE,No,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Just a little
31,Fulani,Rural,YOBE,No,No,No,No,Yes,No,No,Fairly Good,Very good,Somewhat,Somewhat
45,Igbo,Rural,EBONYI,Yes,Yes,Yes,No,Yes,No,No,Very Bad,Fairly Bad,Somewhat,Not at all
49,Other,Rural,EBONYI,Yes,Yes,Yes,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
27,English,Rural,YOBE,No,No,No,No,Yes,No,No,Very Bad,Very Bad,A lot,Somewhat
52,Karekare,Rural,YOBE,No,No,No,No,Yes,No,No,Very good,Very good,Just a little,Just a little
41,English,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Fairly Bad,Fairly Good,Somewhat,Just a little
35,Yoruba,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Fairly Bad,Neither good nor bad,Not at all,Not at all
40,Yoruba,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
29,Yoruba,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Fairly Bad,Fairly Good,Just a little,Somewhat
33,Hausa,Urban,KANO,Yes,Yes,No,No,Yes,No,No,Very good,Very good,A lot,A lot
32,Hausa,Urban,KANO,Yes,Yes,No,No,Yes,No,No,Very good,Very good,Somewhat,Just a little
25,Hausa,Urban,KANO,Yes,Yes,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Just a little,Just a little
28,Hausa,Urban,KANO,Yes,Yes,No,No,Yes,No,No,Fairly Good,Neither good nor bad,Somewhat,Just a little
40,Other,Rural,PLATEAU,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,Just a little
24,Berom,Rural,PLATEAU,Yes,No,No,No,Yes,No,No,Very Bad,Fairly Bad,Just a little,Not at all
18,Hausa,Urban,KANO,Yes,Yes,No,No,Yes,No,No,Fairly Good,Fairly Good,Just a little,Just a little
45,Berom,Rural,PLATEAU,Yes,No,No,No,Yes,No,No,Very Bad,Fairly Bad,Not at all,Not at all
19,Hausa,Urban,KANO,Yes,Yes,No,No,Yes,No,No,Fairly Good,Very good,Somewhat,Somewhat
18,Berom,Rural,PLATEAU,Yes,No,No,No,Yes,No,No,Very Bad,Neither good nor bad,Not at all,Not at all
20,Hausa,Urban,KANO,Yes,Yes,No,No,Yes,No,No,Very good,Very good,A lot,Don’t know
24,Karekare,Rural,YOBE,No,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Just a little
40,Karekare,Rural,YOBE,No,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Somewhat
35,Karekare,Rural,YOBE,No,No,No,No,Yes,No,No,Very good,Fairly Good,Somewhat,Somewhat
72,Karekare,Rural,YOBE,No,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Somewhat,Somewhat
20,Hausa,Urban,KANO,Yes,Yes,No,No,Yes,No,No,Fairly Good,Very good,Just a little,Somewhat
38,Berom,Rural,PLATEAU,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,Just a little
43,Berom,Rural,PLATEAU,Yes,No,No,No,Yes,No,No,Very Bad,Neither good nor bad,Somewhat,Just a little
37,Berom,Rural,PLATEAU,Yes,No,No,No,Yes,No,No,Fairly Good,Fairly Bad,Not at all,Just a little
48,Other,Rural,PLATEAU,Yes,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Not at all,Not at all
21,Karekare,Rural,YOBE,No,No,No,No,Yes,No,No,Very good,Very good,Somewhat,Somewhat
40,English,Urban,EBONYI,Yes,No,No,No,Yes,No,No,Fairly Good,Fairly Bad,Just a little,Not at all
60,Igbo,Urban,EBONYI,Yes,No,No,No,Yes,No,No,Fairly Bad,Neither good nor bad,Just a little,Just a little
35,Igbo,Urban,EBONYI,Yes,No,No,No,Yes,No,No,Very Bad,Fairly Bad,A lot,Don’t know
23,Igbo,Urban,EBONYI,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
21,Yoruba,Rural,LAGOS,Yes,No,No,No,Yes,No,No,Very good,Very good,Somewhat,Somewhat
25,Yoruba,Rural,LAGOS,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Somewhat,Somewhat
44,Igbo,Rural,LAGOS,Yes,No,No,No,Yes,No,No,Fairly Bad,Very good,Not at all,Not at all
20,Yoruba,Rural,LAGOS,Yes,No,No,No,Yes,No,No,Fairly Bad,Neither good nor bad,Just a little,Not at all
28,Karekare,Rural,YOBE,No,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Just a little,Just a little
23,Hausa,Rural,KANO,Yes,Yes,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Somewhat,Just a little
18,Karekare,Rural,YOBE,No,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,A lot,Somewhat
25,Hausa,Rural,KANO,Yes,Yes,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Just a little
41,Hausa,Rural,KANO,Yes,Yes,No,No,Yes,No,No,Fairly Good,Neither good nor bad,Just a little,Just a little
27,Hausa,Rural,KANO,Yes,Yes,No,No,Yes,No,No,Fairly Good,Very good,A lot,Don’t know
25,Karekare,Rural,YOBE,No,No,No,No,Yes,No,No,Very good,Fairly Good,Somewhat,Just a little
18,Berom,Rural,PLATEAU,Yes,Yes,No,No,Yes,Yes,No,Very Bad,Very Bad,Just a little,Not at all
33,Berom,Rural,PLATEAU,Yes,Yes,No,No,Yes,Yes,No,Very Bad,Neither good nor bad,Not at all,Not at all
50,Berom,Rural,PLATEAU,Yes,Yes,No,No,Yes,Yes,No,Very Bad,Very Bad,Not at all,Just a little
85,Yoruba,Rural,LAGOS,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
53,Berom,Rural,PLATEAU,Yes,Yes,No,No,Yes,Yes,No,Very Bad,Very Bad,Just a little,Just a little
40,Yoruba,Rural,LAGOS,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,Just a little
35,Yoruba,Rural,LAGOS,Yes,No,No,No,Yes,No,No,Neither good nor bad,Fairly Good,Just a little,Just a little
40,Igbo,Urban,EBONYI,Yes,No,No,No,Yes,No,No,Very Bad,Fairly Bad,Somewhat,Not at all
28,English,Urban,EBONYI,Yes,No,No,No,Yes,No,No,Very Bad,Neither good nor bad,Just a little,Not at all
24,Hausa,Rural,KANO,Yes,Yes,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Somewhat
33,Yoruba,Rural,LAGOS,Yes,No,No,No,Yes,No,No,Very Bad,Fairly Good,Just a little,Just a little
25,Hausa,Rural,KANO,Yes,Yes,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,A lot
35,English,Urban,EBONYI,Yes,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Not at all,Not at all
24,Hausa,Rural,KANO,Yes,Yes,No,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Just a little,Just a little
35,Hausa,Rural,KANO,Yes,Yes,No,No,Yes,No,No,Very good,Very good,A lot,Don’t know
26,Other,Rural,PLATEAU,Yes,Yes,No,No,Yes,Yes,No,Very Bad,Fairly Bad,Not at all,Just a little
30,Berom,Rural,PLATEAU,Yes,Yes,No,No,Yes,Yes,No,Very Bad,Very Bad,Not at all,Just a little
52,Igbo,Urban,EBONYI,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Just a little,Just a little
31,Berom,Rural,PLATEAU,Yes,Yes,No,No,Yes,Yes,No,Very Bad,Neither good nor bad,Just a little,Just a little
50,Berom,Rural,PLATEAU,Yes,Yes,No,No,Yes,Yes,No,Very Bad,Fairly Bad,Not at all,Not at all
19,Hausa,Rural,KANO,Yes,Yes,No,No,Yes,No,No,Neither good nor bad,Very good,Just a little,Somewhat
21,Hausa,Rural,KANO,Yes,Yes,No,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Somewhat,Somewhat
38,Hausa,Rural,KANO,Yes,Yes,No,No,Yes,No,No,Very good,Very good,Don’t know,Don’t know
33,Hausa,Rural,KANO,Yes,Yes,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Somewhat
39,Hausa,Rural,KANO,Yes,Yes,No,No,Yes,No,No,Fairly Good,Neither good nor bad,Somewhat,Somewhat
21,Hausa,Rural,KANO,Yes,Yes,No,No,Yes,No,No,Very good,Very good,Somewhat,A lot
47,Hausa,Rural,KANO,Yes,Yes,No,No,Yes,No,No,Very good,Very good,Somewhat,Somewhat
24,Hausa,Rural,KANO,Yes,Yes,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Just a little
27,Yoruba,Urban,LAGOS,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Fairly Good,Just a little,Not at all
28,Yoruba,Urban,LAGOS,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Fairly Bad,A lot,Not at all
35,Yoruba,Urban,LAGOS,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Very Bad,Just a little,Just a little
39,English,Urban,LAGOS,Yes,No,No,Can't determine,Yes,No,No,Fairly Bad,Neither good nor bad,Just a little,Not at all
20,Igbo,Urban,EBONYI,No,No,No,No,Yes,No,No,Very Bad,Very Bad,Somewhat,Not at all
40,Hausa,Rural,KANO,No,No,No,No,Yes,No,No,Very good,Very good,A lot,A lot
21,Hausa,Rural,KANO,No,No,No,No,Yes,No,No,Neither good nor bad,Fairly Bad,Just a little,Somewhat
20,Hausa,Rural,KANO,No,No,No,No,Yes,No,No,Fairly Good,Very good,Just a little,Just a little
22,Yoruba,Urban,LAGOS,Yes,No,No,Can't determine,Yes,No,No,Fairly Good,Fairly Good,Not at all,Not at all
19,English,Urban,LAGOS,Yes,No,No,Can't determine,Yes,No,No,Neither good nor bad,Fairly Bad,Just a little,Not at all
48,Igbo,Urban,LAGOS,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
26,Yoruba,Urban,LAGOS,Yes,No,No,Can't determine,Yes,No,No,Fairly Bad,Very good,Somewhat,Somewhat
30,Hausa,Rural,KANO,No,No,No,No,Yes,No,No,Fairly Good,Very good,Somewhat,Just a little
28,Hausa,Rural,KANO,No,No,No,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Just a little,Just a little
39,Hausa,Rural,KANO,No,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Just a little,Just a little
25,Hausa,Rural,KANO,No,No,No,No,Yes,No,No,Don't know,Don't know,A lot,Don’t know
21,Hausa,Rural,KANO,No,No,No,No,Yes,No,No,Fairly Good,Very good,Just a little,Just a little
21,Other,Rural,PLATEAU,No,Can't determine,No,No,Yes,No,No,Very Bad,Very Bad,Just a little,Just a little
75,Other,Rural,PLATEAU,No,Can't determine,No,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Just a little,Don’t know
18,Other,Rural,PLATEAU,No,Can't determine,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Somewhat,Not at all
39,Other,Rural,PLATEAU,No,Can't determine,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
28,Hausa,Rural,KANO,No,Yes,No,No,Yes,No,No,Fairly Good,Very good,Somewhat,Just a little
34,Hausa,Rural,KANO,No,Yes,No,No,Yes,No,No,Very good,Very good,Just a little,A lot
29,Hausa,Rural,KANO,No,Yes,No,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Just a little,Just a little
25,Other,Rural,PLATEAU,No,Can't determine,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,Don’t know
30,Kanuri,Urban,BORNO,Yes,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,A lot,A lot
30,Kanuri,Urban,BORNO,Yes,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Just a little,Just a little
24,Kanuri,Urban,BORNO,Yes,No,No,No,Yes,No,No,Fairly Bad,Very Bad,Somewhat,Just a little
21,Kanuri,Urban,BORNO,Yes,No,No,No,Yes,No,No,Fairly Bad,Fairly Good,A lot,Somewhat
41,Other,Rural,PLATEAU,No,Can't determine,No,No,Yes,No,No,Very Bad,Fairly Bad,Not at all,Not at all
18,Other,Rural,PLATEAU,No,Can't determine,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
39,Other,Rural,PLATEAU,No,Can't determine,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
32,Hausa,Rural,KANO,No,Yes,No,No,Yes,No,No,Fairly Good,Fairly Good,Just a little,Somewhat
42,Hausa,Rural,KANO,No,Yes,No,No,Yes,No,No,Very good,Very good,Don’t know,Don’t know
24,Hausa,Rural,KANO,No,Yes,No,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Just a little,Just a little
20,Hausa,Rural,KANO,No,Yes,No,No,Yes,No,No,Very good,Very good,Don’t know,Don’t know
30,Igbo,Urban,EBONYI,No,No,No,No,Yes,No,No,Very Bad,Very Bad,Just a little,Just a little
27,Pidgin English,Urban,EBONYI,No,No,No,No,Yes,No,No,Fairly Good,Fairly Bad,Somewhat,Not at all
52,English,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Very Bad,Very good,Not at all,A lot
35,English,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Just a little,Just a little
26,English,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Fairly Bad,Neither good nor bad,Just a little,Just a little
45,English,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Just a little,Just a little
38,Kanuri,Urban,BORNO,Yes,No,No,No,Yes,No,No,Very good,Very good,Just a little,Just a little
33,Igbo,Urban,EBONYI,No,No,No,No,Yes,No,No,Neither good nor bad,Fairly Bad,Just a little,Just a little
18,Kanuri,Urban,BORNO,Yes,No,No,No,Yes,No,No,Fairly Bad,Very Bad,A lot,Just a little
34,Kanuri,Urban,BORNO,Yes,No,No,No,Yes,No,No,Fairly Good,Fairly Good,A lot,Somewhat
25,Kanuri,Urban,BORNO,Yes,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,A lot,Somewhat
27,Hausa,Rural,KANO,No,Yes,No,No,Yes,No,No,Fairly Good,Very good,Just a little,Just a little
35,Yoruba,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Very Bad,Fairly Bad,Somewhat,Not at all
30,Yoruba,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
36,Yoruba,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
25,Igbo,Urban,EBONYI,No,No,No,No,Yes,No,No,Don't know,Fairly Bad,Just a little,Just a little
65,Igbo,Urban,EBONYI,No,No,No,No,Yes,No,No,Very Bad,Very Bad,Somewhat,Somewhat
42,Yoruba,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Very Bad,Fairly Good,Just a little,Just a little
19,English,Urban,EBONYI,No,No,No,No,Yes,No,No,Very Bad,Very Bad,Just a little,Not at all
23,Igbo,Urban,EBONYI,No,No,No,No,Yes,No,No,Neither good nor bad,Fairly Good,Just a little,Not at all
32,Other,Urban,BORNO,Yes,Yes,No,No,Yes,Yes,No,Very Bad,Very Bad,Somewhat,Not at all
38,Yoruba,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Just a little,Not at all
25,Hausa,Urban,BORNO,Yes,Yes,No,No,Yes,Yes,No,Very good,Fairly Good,Somewhat,Somewhat
39,Yoruba,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,A lot,Not at all
30,English,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
37,Kanuri,Urban,BORNO,Yes,Yes,No,No,Yes,Yes,No,Very Bad,Very Bad,Just a little,Just a little
23,Hausa,Urban,BORNO,Yes,Yes,No,No,Yes,Yes,No,Very Bad,Fairly Good,Not at all,A lot
26,Yoruba,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Neither good nor bad,Fairly Good,Somewhat,Just a little
21,Hausa,Urban,PLATEAU,Yes,No,No,No,Yes,No,No,Fairly Good,Very good,Just a little,Somewhat
20,Hausa,Urban,PLATEAU,Yes,No,No,No,Yes,No,No,Fairly Bad,Very Bad,Just a little,Just a little
